parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
Electricity Distribution Costs,NWPP,,,2040,37.973,1826,
Electricity Distribution Costs,NWPP,,,2041,38.15,1827,
Electricity Distribution Costs,NWPP,,,2042,38.422,1828,
Electricity Distribution Costs,NWPP,,,2043,38.675,1829,
Electricity Distribution Costs,NWPP,,,2044,38.93,1830,
Electricity Distribution Costs,NWPP,,,2045,39.172,1831,
Electricity Distribution Costs,NWPP,,,2046,39.391,1832,
Electricity Distribution Costs,NWPP,,,2047,39.622,1833,
Electricity Distribution Costs,NWPP,,,2048,39.897,1834,
Electricity Distribution Costs,NWPP,,,2049,40.072,1835,
Electricity Distribution Costs,NWPP,,,2050,40.092,1836,
Electricity Distribution Costs,RMPA,,,2015,28.204,1837,
Electricity Distribution Costs,RMPA,,,2016,37.446,1838,
Electricity Distribution Costs,RMPA,,,2017,35.116,1839,
Electricity Distribution Costs,RMPA,,,2018,29.183,1840,
Electricity Distribution Costs,RMPA,,,2019,29.46,1841,
Electricity Distribution Costs,RMPA,,,2020,29.954,1842,
Electricity Distribution Costs,RMPA,,,2021,30.328,1843,
Electricity Distribution Costs,RMPA,,,2022,33.689,1844,
Electricity Distribution Costs,RMPA,,,2023,34.922,1845,
Electricity Distribution Costs,RMPA,,,2024,34.627,1846,
Electricity Distribution Costs,RMPA,,,2025,34.878,1847,
Electricity Distribution Costs,RMPA,,,2026,32.725,1848,
Electricity Distribution Costs,RMPA,,,2027,30.205,1849,
Electricity Distribution Costs,RMPA,,,2028,27.782,1850,
Electricity Distribution Costs,RMPA,,,2029,26.056,1851,
Electricity Distribution Costs,RMPA,,,2030,25.634,1852,
Electricity Distribution Costs,RMPA,,,2031,25.89,1853,
Electricity Distribution Costs,RMPA,,,2032,26.843,1854,
Electricity Distribution Costs,RMPA,,,2033,28.066,1855,
Electricity Distribution Costs,RMPA,,,2034,27.947,1856,
Electricity Distribution Costs,RMPA,,,2035,27.218,1857,
Electricity Distribution Costs,RMPA,,,2036,27.123,1858,
Electricity Distribution Costs,RMPA,,,2037,27.189,1859,
Electricity Distribution Costs,RMPA,,,2038,27.78,1860,
Electricity Distribution Costs,RMPA,,,2039,28.114,1861,
Electricity Distribution Costs,RMPA,,,2040,29.091,1862,
Electricity Distribution Costs,RMPA,,,2041,29.192,1863,
Electricity Distribution Costs,RMPA,,,2042,29.269,1864,
Electricity Distribution Costs,RMPA,,,2043,29.205,1865,
Electricity Distribution Costs,RMPA,,,2044,28.845,1866,
Electricity Distribution Costs,RMPA,,,2045,28.244,1867,
Electricity Distribution Costs,RMPA,,,2046,27.845,1868,
Electricity Distribution Costs,RMPA,,,2047,27.448,1869,
Electricity Distribution Costs,RMPA,,,2048,26.986,1870,
Electricity Distribution Costs,RMPA,,,2049,26.666,1871,
Electricity Distribution Costs,RMPA,,,2050,25.985,1872,
Electricity Distribution Costs,CAMX,,,2015,53.441,1873,
Electricity Distribution Costs,CAMX,,,2016,57.111,1874,
Electricity Distribution Costs,CAMX,,,2017,54.109,1875,
Electricity Distribution Costs,CAMX,,,2018,62.117,1876,
Electricity Distribution Costs,CAMX,,,2019,62.17,1877,
Electricity Distribution Costs,CAMX,,,2020,64.078,1878,
Electricity Distribution Costs,CAMX,,,2021,66.173,1879,
Electricity Distribution Costs,CAMX,,,2022,75.895,1880,
Electricity Distribution Costs,CAMX,,,2023,77.404,1881,
Electricity Distribution Costs,CAMX,,,2024,75.864,1882,
Electricity Distribution Costs,CAMX,,,2025,81.397,1883,
Electricity Distribution Costs,CAMX,,,2026,85.601,1884,
Electricity Distribution Costs,CAMX,,,2027,85.829,1885,
Electricity Distribution Costs,CAMX,,,2028,86.117,1886,
Electricity Distribution Costs,CAMX,,,2029,86.282,1887,
Electricity Distribution Costs,CAMX,,,2030,87.473,1888,
Electricity Distribution Costs,CAMX,,,2031,88.512,1889,
Electricity Distribution Costs,CAMX,,,2032,88.93,1890,
Electricity Distribution Costs,CAMX,,,2033,89.316,1891,
Electricity Distribution Costs,CAMX,,,2034,89.633,1892,
Electricity Distribution Costs,CAMX,,,2035,89.946,1893,
Electricity Distribution Costs,CAMX,,,2036,90.162,1894,
Electricity Distribution Costs,CAMX,,,2037,90.345,1895,
Electricity Distribution Costs,CAMX,,,2038,90.576,1896,
Electricity Distribution Costs,CAMX,,,2039,90.769,1897,
Electricity Distribution Costs,CAMX,,,2040,90.884,1898,
Electricity Distribution Costs,CAMX,,,2041,91.117,1899,
Electricity Distribution Costs,CAMX,,,2042,91.48,1900,
Electricity Distribution Costs,CAMX,,,2043,91.797,1901,
Electricity Distribution Costs,CAMX,,,2044,92.067,1902,
Electricity Distribution Costs,CAMX,,,2045,92.343,1903,
Electricity Distribution Costs,CAMX,,,2046,92.585,1904,
Electricity Distribution Costs,CAMX,,,2047,92.861,1905,
Electricity Distribution Costs,CAMX,,,2048,93.255,1906,
Electricity Distribution Costs,CAMX,,,2049,93.597,1907,
Electricity Distribution Costs,CAMX,,,2050,93.688,1908,
Electricity Distribution Costs,SPSO,,,2015,18.736,1909,
Electricity Distribution Costs,SPSO,,,2016,28.928,1910,
Electricity Distribution Costs,SPSO,,,2017,29.012,1911,
Electricity Distribution Costs,SPSO,,,2018,19.754,1912,
Electricity Distribution Costs,SPSO,,,2019,19.905,1913,
Electricity Distribution Costs,SPSO,,,2020,20.158,1914,
Electricity Distribution Costs,SPSO,,,2021,20.299,1915,
Electricity Distribution Costs,SPSO,,,2022,22.748,1916,
Electricity Distribution Costs,SPSO,,,2023,23.077,1917,
Electricity Distribution Costs,SPSO,,,2024,21.651,1918,
Electricity Distribution Costs,SPSO,,,2025,19.191,1919,
Electricity Distribution Costs,SPSO,,,2026,18.034,1920,
Electricity Distribution Costs,SPSO,,,2027,16.772,1921,
Electricity Distribution Costs,SPSO,,,2028,16.2,1922,
Electricity Distribution Costs,SPSO,,,2029,15.74,1923,
Electricity Distribution Costs,SPSO,,,2030,15.832,1924,
Electricity Distribution Costs,SPSO,,,2031,16.867,1925,
Electricity Distribution Costs,SPSO,,,2032,17.35,1926,
Electricity Distribution Costs,SPSO,,,2033,17.868,1927,
Electricity Distribution Costs,SPSO,,,2034,17.956,1928,
Electricity Distribution Costs,SPSO,,,2035,17.27,1929,
Electricity Distribution Costs,SPSO,,,2036,17.659,1930,
Electricity Distribution Costs,SPSO,,,2037,17.888,1931,
Electricity Distribution Costs,SPSO,,,2038,17.934,1932,
Electricity Distribution Costs,SPSO,,,2039,18.045,1933,
Electricity Distribution Costs,SPSO,,,2040,18.426,1934,
Electricity Distribution Costs,SPSO,,,2041,18.836,1935,
Electricity Distribution Costs,SPSO,,,2042,18.976,1936,
Electricity Distribution Costs,SPSO,,,2043,18.795,1937,
Electricity Distribution Costs,SPSO,,,2044,18.788,1938,
Electricity Distribution Costs,SPSO,,,2045,18.383,1939,
Electricity Distribution Costs,SPSO,,,2046,18.446,1940,
Electricity Distribution Costs,SPSO,,,2047,18.625,1941,
Electricity Distribution Costs,SPSO,,,2048,18.614,1942,
Electricity Distribution Costs,SPSO,,,2049,18.576,1943,
Electricity Distribution Costs,SPSO,,,2050,18.089,1944,
Electricity Distribution Costs,SRMV,,,2015,17.23,1945,
Electricity Distribution Costs,SRMV,,,2016,26.953,1946,
Electricity Distribution Costs,SRMV,,,2017,27.217,1947,
Electricity Distribution Costs,SRMV,,,2018,18.555,1948,
Electricity Distribution Costs,SRMV,,,2019,18.824,1949,
Electricity Distribution Costs,SRMV,,,2020,19.202,1950,
Electricity Distribution Costs,SRMV,,,2021,19.465,1951,
Electricity Distribution Costs,SRMV,,,2022,21.608,1952,
Electricity Distribution Costs,SRMV,,,2023,21.683,1953,
Electricity Distribution Costs,SRMV,,,2024,19.927,1954,
Electricity Distribution Costs,SRMV,,,2025,18.57,1955,
Electricity Distribution Costs,SRMV,,,2026,16.736,1956,
Electricity Distribution Costs,SRMV,,,2027,15.731,1957,
Electricity Distribution Costs,SRMV,,,2028,15.43,1958,
Electricity Distribution Costs,SRMV,,,2029,15.285,1959,
Electricity Distribution Costs,SRMV,,,2030,15.337,1960,
Electricity Distribution Costs,SRMV,,,2031,16.102,1961,
Electricity Distribution Costs,SRMV,,,2032,16.582,1962,
Electricity Distribution Costs,SRMV,,,2033,17.131,1963,
Electricity Distribution Costs,SRMV,,,2034,17.148,1964,
Electricity Distribution Costs,SRMV,,,2035,16.511,1965,
Electricity Distribution Costs,SRMV,,,2036,16.767,1966,
Electricity Distribution Costs,SRMV,,,2037,17.277,1967,
Electricity Distribution Costs,SRMV,,,2038,17.612,1968,
Electricity Distribution Costs,SRMV,,,2039,17.663,1969,
Electricity Distribution Costs,SRMV,,,2040,18.086,1970,
Electricity Distribution Costs,SRMV,,,2041,18.446,1971,
Electricity Distribution Costs,SRMV,,,2042,18.514,1972,
Electricity Distribution Costs,SRMV,,,2043,18.374,1973,
Electricity Distribution Costs,SRMV,,,2044,18.4,1974,
Electricity Distribution Costs,SRMV,,,2045,17.939,1975,
Electricity Distribution Costs,SRMV,,,2046,17.319,1976,
Electricity Distribution Costs,SRMV,,,2047,17.333,1977,
Electricity Distribution Costs,SRMV,,,2048,17.467,1978,
Electricity Distribution Costs,SRMV,,,2049,17.633,1979,
Electricity Distribution Costs,SRMV,,,2050,17.192,1980,
Electricity Distribution Costs,NEWE,,,2015,61.731,1981,
Electricity Distribution Costs,NEWE,,,2016,92.9,1982,
Electricity Distribution Costs,NEWE,,,2017,96.856,1983,
Electricity Distribution Costs,NEWE,,,2018,55.256,1984,
Electricity Distribution Costs,NEWE,,,2019,56.146,1985,
Electricity Distribution Costs,NEWE,,,2020,57.566,1986,
Electricity Distribution Costs,NEWE,,,2021,58.599,1987,
Electricity Distribution Costs,NEWE,,,2022,62.717,1988,
Electricity Distribution Costs,NEWE,,,2023,66.095,1989,
Electricity Distribution Costs,NEWE,,,2024,66.656,1990,
Electricity Distribution Costs,NEWE,,,2025,69.055,1991,
Electricity Distribution Costs,NEWE,,,2026,70.946,1992,
Electricity Distribution Costs,NEWE,,,2027,71.012,1993,
Electricity Distribution Costs,NEWE,,,2028,70.911,1994,
Electricity Distribution Costs,NEWE,,,2029,70.689,1995,
Electricity Distribution Costs,NEWE,,,2030,70.507,1996,
Electricity Distribution Costs,NEWE,,,2031,70.395,1997,
Electricity Distribution Costs,NEWE,,,2032,70.314,1998,
Electricity Distribution Costs,NEWE,,,2033,70.184,1999,
Electricity Distribution Costs,NEWE,,,2034,70.017,2000,
Electricity Distribution Costs,NEWE,,,2035,69.93,2001,
Electricity Distribution Costs,NEWE,,,2036,69.849,2002,
Electricity Distribution Costs,NEWE,,,2037,69.785,2003,
Electricity Distribution Costs,NEWE,,,2038,69.748,2004,
Electricity Distribution Costs,NEWE,,,2039,69.67,2005,
Electricity Distribution Costs,NEWE,,,2040,69.541,2006,
Electricity Distribution Costs,NEWE,,,2041,69.563,2007,
Electricity Distribution Costs,NEWE,,,2042,69.715,2008,
Electricity Distribution Costs,NEWE,,,2043,69.874,2009,
Electricity Distribution Costs,NEWE,,,2044,70.031,2010,
Electricity Distribution Costs,NEWE,,,2045,70.187,2011,
Electricity Distribution Costs,NEWE,,,2046,70.285,2012,
Electricity Distribution Costs,NEWE,,,2047,70.41,2013,
Electricity Distribution Costs,NEWE,,,2048,70.636,2014,
Electricity Distribution Costs,NEWE,,,2049,70.788,2015,
Electricity Distribution Costs,NEWE,,,2050,70.758,2016,
Electricity Distribution Costs,NYCW,,,2015,92.909,2017,
Electricity Distribution Costs,NYCW,,,2016,87.831,2018,
Electricity Distribution Costs,NYCW,,,2017,90.501,2019,
Electricity Distribution Costs,NYCW,,,2018,94.6,2020,
Electricity Distribution Costs,NYCW,,,2019,95.089,2021,
Electricity Distribution Costs,NYCW,,,2020,95.288,2022,
Electricity Distribution Costs,NYCW,,,2021,94.989,2023,
Electricity Distribution Costs,NYCW,,,2022,102.087,2024,
Electricity Distribution Costs,NYCW,,,2023,103.061,2025,
Electricity Distribution Costs,NYCW,,,2024,103.715,2026,
Electricity Distribution Costs,NYCW,,,2025,109.999,2027,
Electricity Distribution Costs,NYCW,,,2026,110.706,2028,
Electricity Distribution Costs,NYCW,,,2027,111.41,2029,
Electricity Distribution Costs,NYCW,,,2028,112.109,2030,
Electricity Distribution Costs,NYCW,,,2029,112.745,2031,
Electricity Distribution Costs,NYCW,,,2030,113.961,2032,
Electricity Distribution Costs,NYCW,,,2031,114.623,2033,
Electricity Distribution Costs,NYCW,,,2032,115.372,2034,
Electricity Distribution Costs,NYCW,,,2033,116.071,2035,
Electricity Distribution Costs,NYCW,,,2034,116.686,2036,
Electricity Distribution Costs,NYCW,,,2035,117.191,2037,
Electricity Distribution Costs,NYCW,,,2036,117.596,2038,
Electricity Distribution Costs,NYCW,,,2037,117.944,2039,
Electricity Distribution Costs,NYCW,,,2038,118.348,2040,
Electricity Distribution Costs,NYCW,,,2039,118.706,2041,
Electricity Distribution Costs,NYCW,,,2040,118.955,2042,
Electricity Distribution Costs,NYCW,,,2041,119.431,2043,
Electricity Distribution Costs,NYCW,,,2042,119.91,2044,
Electricity Distribution Costs,NYCW,,,2043,120.303,2045,
Electricity Distribution Costs,NYCW,,,2044,120.683,2046,
Electricity Distribution Costs,NYCW,,,2045,120.97,2047,
Electricity Distribution Costs,NYCW,,,2046,121.16,2048,
Electricity Distribution Costs,NYCW,,,2047,121.469,2049,
Electricity Distribution Costs,NYCW,,,2048,121.771,2050,
Electricity Distribution Costs,NYCW,,,2049,121.512,2051,
Electricity Distribution Costs,NYCW,,,2050,120.341,2052,
Electricity Distribution Costs,RFCE,,,2015,40.903,2053,
Electricity Distribution Costs,RFCE,,,2016,35.91,2054,
Electricity Distribution Costs,RFCE,,,2017,38.024,2055,
Electricity Distribution Costs,RFCE,,,2018,42.794,2056,
Electricity Distribution Costs,RFCE,,,2019,43.261,2057,
Electricity Distribution Costs,RFCE,,,2020,43.749,2058,
Electricity Distribution Costs,RFCE,,,2021,43.9,2059,
Electricity Distribution Costs,RFCE,,,2022,46.8,2060,
Electricity Distribution Costs,RFCE,,,2023,49.138,2061,
Electricity Distribution Costs,RFCE,,,2024,47.543,2062,
Electricity Distribution Costs,RFCE,,,2025,47.376,2063,
Electricity Distribution Costs,RFCE,,,2026,47.695,2064,
Electricity Distribution Costs,RFCE,,,2027,46.49,2065,
Electricity Distribution Costs,RFCE,,,2028,45.834,2066,
Electricity Distribution Costs,RFCE,,,2029,45.503,2067,
Electricity Distribution Costs,RFCE,,,2030,45.315,2068,
Electricity Distribution Costs,RFCE,,,2031,45.71,2069,
Electricity Distribution Costs,RFCE,,,2032,46.197,2070,
Electricity Distribution Costs,RFCE,,,2033,46.814,2071,
Electricity Distribution Costs,RFCE,,,2034,47.292,2072,
Electricity Distribution Costs,RFCE,,,2035,46.747,2073,
Electricity Distribution Costs,RFCE,,,2036,46.442,2074,
Electricity Distribution Costs,RFCE,,,2037,46.608,2075,
Electricity Distribution Costs,RFCE,,,2038,46.587,2076,
Electricity Distribution Costs,RFCE,,,2039,46.832,2077,
Electricity Distribution Costs,RFCE,,,2040,47.176,2078,
Electricity Distribution Costs,RFCE,,,2041,47.42,2079,
Electricity Distribution Costs,RFCE,,,2042,47.613,2080,
Electricity Distribution Costs,RFCE,,,2043,47.714,2081,
Electricity Distribution Costs,RFCE,,,2044,48.002,2082,
Electricity Distribution Costs,RFCE,,,2045,48.196,2083,
Electricity Distribution Costs,RFCE,,,2046,48.1,2084,
Electricity Distribution Costs,RFCE,,,2047,48.016,2085,
Electricity Distribution Costs,RFCE,,,2048,48.002,2086,
Electricity Distribution Costs,RFCE,,,2049,48.001,2087,
Electricity Distribution Costs,RFCE,,,2050,47.152,2088,
Electricity Distribution Costs,SRVC,,,2015,23.065,2089,
Electricity Distribution Costs,SRVC,,,2016,19.943,2090,
Electricity Distribution Costs,SRVC,,,2017,19.174,2091,
Electricity Distribution Costs,SRVC,,,2018,24.27,2092,
Electricity Distribution Costs,SRVC,,,2019,24.773,2093,
Electricity Distribution Costs,SRVC,,,2020,25.318,2094,
Electricity Distribution Costs,SRVC,,,2021,25.642,2095,
Electricity Distribution Costs,SRVC,,,2022,29.385,2096,
Electricity Distribution Costs,SRVC,,,2023,30.283,2097,
Electricity Distribution Costs,SRVC,,,2024,30.312,2098,
Electricity Distribution Costs,SRVC,,,2025,31.029,2099,
Electricity Distribution Costs,SRVC,,,2026,29.979,2100,
Electricity Distribution Costs,SRVC,,,2027,28.875,2101,
Electricity Distribution Costs,SRVC,,,2028,28.137,2102,
Electricity Distribution Costs,SRVC,,,2029,27.614,2103,
Electricity Distribution Costs,SRVC,,,2030,27.719,2104,
Electricity Distribution Costs,SRVC,,,2031,28.396,2105,
Electricity Distribution Costs,SRVC,,,2032,28.984,2106,
Electricity Distribution Costs,SRVC,,,2033,29.547,2107,
Electricity Distribution Costs,SRVC,,,2034,29.647,2108,
Electricity Distribution Costs,SRVC,,,2035,29.057,2109,
Electricity Distribution Costs,SRVC,,,2036,29.183,2110,
Electricity Distribution Costs,SRVC,,,2037,29.502,2111,
Electricity Distribution Costs,SRVC,,,2038,29.45,2112,
Electricity Distribution Costs,SRVC,,,2039,29.549,2113,
Electricity Distribution Costs,SRVC,,,2040,30.368,2114,
